create,cat,sub-cat,urgency,impact,assign,cmt-resolve,resolve,cmt-close
1444,-1,-1,62,1407,9895,268,211,487
1355,47,898,54,1597,10762,156,270,454
1827,-1,-1,69,1138,9617,250,246,-1
1188,-1,-1,52,1447,15185,236,335,410
1425,-1,-1,65,1699,13535,200,264,350
1420,65,871,68,1630,10956,289,270,461
1479,-1,-1,61,1228,15179,225,164,-1
1633,-1,-1,-1,-1,9504,-1,228,495
1266,-1,-1,55,1354,11298,204,228,532
1623,62,877,61,1275,9625,-1,221,-1
1107,51,706,67,1467,12992,204,195,493
1324,69,780,59,1522,11668,217,265,525
"<p style=""background-color:yellow;"">1413</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11567</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">302</p>","<p style=""background-color:yellow;"">554</p>"
1533,45,577,55,1404,8181,287,188,395
1183,76,632,59,1234,12221,-1,244,468
774,-1,-1,68,1488,12835,267,321,498
1138,42,890,62,1673,13908,-1,74,442
1167,48,398,64,1271,11820,249,235,548
1625,-1,-1,51,1752,9890,207,248,535
1593,-1,-1,54,1457,9028,279,338,399
1550,49,1402,56,1732,14506,243,76,534
1475,49,722,-1,-1,9321,-1,199,393
1155,63,535,55,1325,11788,-1,299,392
1223,70,754,64,1607,12176,249,282,573
1280,69,955,-1,-1,10854,258,187,-1
1629,71,870,-1,-1,9085,241,263,-1
1594,-1,-1,62,1512,6790,-1,317,556
1342,66,767,63,1549,10872,241,305,-1
1295,-1,-1,57,1370,8202,-1,243,529
1348,48,733,65,1438,8576,187,266,486
1391,57,753,64,1381,8718,-1,272,540
1377,-1,-1,56,1647,12231,254,243,-1
1912,64,864,60,1463,12321,253,191,3557
1227,56,763,59,1121,9690,268,194,558
1537,56,829,-1,-1,10964,295,131,566
1345,62,689,56,1276,12879,197,191,-1
1244,50,851,-1,-1,7431,256,291,461
1501,53,1001,58,1486,6748,-1,108,451
1079,47,526,55,1423,9417,296,233,485
1154,46,779,62,1323,12793,-1,200,525
1587,54,916,-1,-1,8952,-1,198,446
1224,-1,-1,-1,-1,9806,-1,239,468
"<p style=""background-color:yellow;"">5971</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10229</p>","<p style=""background-color:yellow;"">1282</p>","<p style=""background-color:yellow;"">121</p>","<p style=""background-color:yellow;"">508</p>"
1568,-1,-1,62,1391,10437,219,130,-1
1657,56,500,60,1723,11013,238,266,562
1391,67,599,56,1265,11497,230,174,429
1405,59,624,59,1317,17396,202,377,471
1282,-1,-1,64,1386,7944,293,187,471
1515,55,948,60,1576,11916,163,172,522
1388,-1,-1,53,1567,10082,236,316,443
1270,-1,-1,56,1207,14194,246,262,448
1506,58,639,51,1252,13615,279,262,410
6113,64,1009,56,1379,10018,269,132,-1
1197,-1,-1,59,1118,13483,-1,225,-1
1566,48,730,62,1608,9217,-1,137,484
1226,-1,-1,-1,-1,12596,256,249,423
1583,70,898,63,1268,11607,-1,308,-1
1503,61,639,58,1464,5551,196,152,-1
1370,69,1093,61,1117,7082,258,309,-1
1272,-1,-1,-1,-1,12507,294,222,488
1505,63,724,71,1509,12010,-1,203,-1
1389,44,704,-1,-1,7709,250,260,434
1236,-1,-1,-1,-1,8847,240,203,404
1392,43,420,60,1510,9495,-1,219,419
1621,-1,-1,57,1437,13816,230,195,-1
"<p style=""background-color:yellow;"">922</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13075</p>","<p style=""background-color:yellow;"">264</p>","<p style=""background-color:yellow;"">209</p>","<p style=""background-color:yellow;"">-1</p>"
1309,56,793,65,1286,13392,270,263,487
1827,65,681,69,1720,6107,237,167,382
1366,49,521,60,1314,10598,284,225,535
1756,70,772,-1,-1,12322,-1,224,483
1344,69,513,-1,-1,11394,262,254,560
1476,-1,-1,-1,-1,13436,229,256,509
1897,40,903,59,1507,15782,-1,266,-1
1291,-1,-1,-1,-1,13748,-1,203,406
1870,58,898,-1,-1,13063,-1,124,502
1431,62,823,-1,-1,9872,238,177,-1
1316,-1,-1,61,1374,9159,255,255,414
1443,51,535,57,1144,10534,248,243,394
1566,50,978,-1,-1,8993,268,180,364
1365,52,570,484,1353,9394,-1,215,369
1658,-1,-1,61,1540,10196,245,291,448
1409,45,658,57,1549,12490,240,234,500
1712,-1,-1,69,935,11699,-1,251,-1
1319,64,667,72,1531,114578,260,139,389
1191,56,903,-1,-1,9506,-1,197,556
1966,56,944,-1,-1,13615,199,254,-1
1687,-1,-1,63,1262,12071,184,189,510
1589,62,779,-1,-1,11425,273,238,439
1821,52,480,63,1159,7634,221,192,-1
"<p style=""background-color:yellow;"">1606</p>","<p style=""background-color:yellow;"">70</p>","<p style=""background-color:yellow;"">871</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13839</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">190</p>","<p style=""background-color:yellow;"">-1</p>"
1327,68,730,-1,-1,11830,152,252,-1
1244,-1,-1,53,1805,14332,255,263,526
"<p style=""background-color:yellow;"">1430</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7227</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">303</p>","<p style=""background-color:yellow;"">457</p>"
1669,-1,-1,54,1189,8724,255,320,402
1279,38,860,56,1682,5877,248,263,-1
1617,61,804,-1,-1,10316,-1,119,507
1222,67,522,64,1684,8685,212,281,447
1157,66,580,65,1338,10329,213,356,521
1353,58,781,-1,-1,9589,254,198,459
1528,-1,-1,53,1679,10796,235,121,379
1306,53,670,57,1547,13909,-1,314,-1
1635,-1,-1,59,1218,10358,290,128,429
1891,51,516,56,1470,8414,244,243,476
1796,-1,-1,64,1457,12189,256,229,386
1452,70,797,-1,-1,11151,245,191,452
1542,41,584,-1,-1,7482,167,184,-1
1399,59,851,62,1228,8553,-1,257,413
1758,-1,-1,61,1325,12022,-1,250,505
1520,56,616,61,1437,4551,260,304,-1
1053,-1,-1,59,1577,10349,185,338,-1
1664,57,883,63,1659,10039,-1,314,519
1424,62,761,56,1439,10000,259,668,458
1125,63,986,62,1610,7924,223,233,-1
1142,81,801,69,1966,13822,-1,255,-1
1514,64,501,-1,-1,8917,264,329,-1
1239,-1,-1,59,1157,13128,-1,290,472
1053,62,866,-1,-1,6705,181,200,520
1231,79,1184,58,1344,10332,197,358,378
1485,-1,-1,56,1289,8509,244,149,442
1374,55,715,64,1377,8735,231,258,-1
1678,-1,-1,64,1460,8540,271,247,628
1478,75,729,-1,-1,10872,223,248,457
1483,67,970,-1,-1,11452,-1,253,658
1614,78,929,62,1494,10644,297,160,465
892,85,849,55,1585,13784,268,215,504
1803,59,980,62,1651,11875,-1,228,546
1612,40,689,62,1577,11806,220,274,-1
1491,-1,-1,67,1625,6175,-1,260,-1
1402,-1,-1,63,1506,11564,-1,280,564
1338,74,730,57,1421,11532,194,239,-1
1168,-1,-1,-1,-1,10180,278,298,378
1173,58,625,-1,-1,10907,218,253,425
1744,-1,-1,59,1290,9649,-1,203,458
1282,35,517,58,1204,12255,235,274,376
1301,67,1168,-1,-1,13700,281,348,367
"<p style=""background-color:yellow;"">1288</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">67</p>","<p style=""background-color:yellow;"">1106</p>","<p style=""background-color:yellow;"">11900</p>","<p style=""background-color:yellow;"">258</p>","<p style=""background-color:yellow;"">1557</p>","<p style=""background-color:yellow;"">-1</p>"
1656,58,822,57,1386,9540,-1,238,427
1693,51,793,-1,-1,8494,-1,219,-1
1309,78,433,-1,-1,6936,266,221,641
1304,69,777,56,1323,11954,-1,211,486
"<p style=""background-color:yellow;"">1255</p>","<p style=""background-color:yellow;"">313</p>","<p style=""background-color:yellow;"">796</p>","<p style=""background-color:yellow;"">54</p>","<p style=""background-color:yellow;"">1425</p>","<p style=""background-color:yellow;"">5003</p>","<p style=""background-color:yellow;"">261</p>","<p style=""background-color:yellow;"">391</p>","<p style=""background-color:yellow;"">363</p>"
"<p style=""background-color:yellow;"">1258</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14578</p>","<p style=""background-color:yellow;"">255</p>","<p style=""background-color:yellow;"">240</p>","<p style=""background-color:yellow;"">-1</p>"
1748,-1,-1,-1,-1,10718,243,207,-1
1271,-1,-1,64,1613,8905,-1,143,524
2020,72,788,71,1352,9897,256,284,-1
1596,52,619,51,1383,13608,272,218,473
1269,68,559,67,1431,10613,-1,171,461
1580,58,624,-1,-1,9372,254,264,469
1557,60,821,57,1277,11590,-1,252,395
1511,80,503,-1,-1,9164,199,208,487
1388,-1,-1,69,1055,8427,-1,187,635
1164,53,819,55,1417,7546,-1,221,-1
1692,44,602,52,1553,15027,268,336,476
1270,58,869,49,1279,12203,228,243,-1
1437,59,822,58,1577,12072,-1,244,-1
1109,66,883,56,1401,14744,199,285,480
1264,67,397,59,1633,11389,236,212,-1
1200,75,632,70,1694,8556,292,245,400
1521,-1,-1,64,1271,12389,-1,183,437
1834,-1,-1,61,1326,7935,264,191,424
1068,-1,-1,-1,-1,9344,231,241,496
1451,-1,-1,60,1077,9602,252,175,431
1451,-1,-1,-1,-1,9977,218,124,498
1505,-1,-1,56,1339,115945,-1,242,470
1679,65,448,52,1157,7264,282,248,475
1746,-1,-1,58,1541,11508,305,396,442
1559,74,588,59,1443,6622,230,162,-1
1385,-1,-1,62,1477,11434,-1,289,446
1263,86,1038,66,1247,11097,203,288,472
1144,68,888,61,1435,11546,-1,215,581
1252,66,717,66,1408,11279,242,128,577
1252,57,1026,-1,-1,6454,298,270,501
1208,45,708,-1,-1,14303,-1,279,506
1542,-1,-1,61,1215,8839,239,244,-1
1405,-1,-1,-1,-1,9635,266,324,-1
1531,65,642,54,1558,12292,-1,167,600
1462,50,581,63,1445,7589,254,248,-1
1408,59,1060,54,1448,10684,238,273,-1
1405,60,639,-1,-1,8989,230,296,482
1828,-1,-1,-1,-1,11177,215,245,457
1160,-1,-1,66,1305,7888,-1,258,536
1429,81,712,61,1392,11085,257,131,454
1711,35,383,58,1518,11003,-1,238,-1
1377,69,420,-1,-1,8924,-1,225,490
1472,52,899,62,1103,10443,238,114,538
1393,24,737,-1,-1,12479,-1,174,467
1479,58,852,-1,-1,11533,189,238,474
1811,73,606,-1,-1,7655,213,107,536
1824,58,879,-1,-1,11653,284,345,545
1346,-1,-1,51,1528,12111,230,222,438
1312,61,480,57,1229,11715,227,172,-1
"<p style=""background-color:yellow;"">1448</p>","<p style=""background-color:yellow;"">26</p>","<p style=""background-color:yellow;"">709</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">15533</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">303</p>","<p style=""background-color:yellow;"">-1</p>"
1574,-1,-1,70,1316,10410,264,254,432
1875,71,588,64,1300,5954,-1,294,561
1534,81,891,-1,-1,10921,262,329,-1
1324,-1,-1,64,1464,10074,223,152,563
"<p style=""background-color:yellow;"">1901</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">15093</p>","<p style=""background-color:yellow;"">265</p>","<p style=""background-color:yellow;"">90</p>","<p style=""background-color:yellow;"">-1</p>"
1392,-1,-1,63,1663,7559,218,134,454
1314,50,997,-1,-1,11278,264,251,466
1195,49,893,60,1276,12325,-1,198,480
1396,-1,-1,56,1645,8455,243,217,495
1979,80,959,-1,-1,9971,235,244,417
1424,49,479,-1,-1,11474,246,223,443
1489,76,811,62,1679,14207,-1,254,507
1373,47,850,-1,-1,7646,-1,195,426
1449,-1,-1,51,1694,10394,-1,178,444
1699,70,604,-1,-1,6530,278,177,-1
1358,70,714,56,1504,8927,294,322,498
1151,58,748,53,1264,10193,241,328,461
1670,53,862,-1,-1,7713,267,139,441
1643,45,501,-1,-1,5917,-1,320,424
1482,65,883,67,1579,11700,268,231,-1
1558,62,630,-1,-1,11596,238,285,-1
1394,54,742,-1,-1,10992,233,211,558
1002,63,1073,58,1470,12480,175,194,547
"<p style=""background-color:yellow;"">1181</p>","<p style=""background-color:yellow;"">92</p>","<p style=""background-color:yellow;"">652</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14528</p>","<p style=""background-color:yellow;"">256</p>","<p style=""background-color:yellow;"">180</p>","<p style=""background-color:yellow;"">-1</p>"
1603,-1,-1,72,1960,13443,-1,289,513
"<p style=""background-color:yellow;"">3165</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">9714</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">187</p>","<p style=""background-color:yellow;"">-1</p>"
1062,59,574,-1,-1,9686,243,237,500
956,-1,-1,58,1078,10708,251,319,526
1383,-1,-1,-1,-1,9949,256,297,481
1393,78,866,63,1376,10972,-1,147,417
1200,-1,-1,62,1662,12137,-1,285,-1
1413,-1,-1,-1,-1,8635,-1,168,493
1385,46,889,60,1564,11869,277,180,390
1032,50,596,63,1295,12604,-1,317,570
1743,57,618,58,1621,12608,249,259,506
1123,62,690,59,1324,11407,232,252,411
1502,-1,-1,51,1435,9316,269,281,384
"<p style=""background-color:yellow;"">1242</p>","<p style=""background-color:yellow;"">44</p>","<p style=""background-color:yellow;"">461</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14519</p>","<p style=""background-color:yellow;"">259</p>","<p style=""background-color:yellow;"">153</p>","<p style=""background-color:yellow;"">-1</p>"
1258,48,801,59,1326,7152,-1,339,439
1395,-1,-1,58,1444,6119,260,272,-1
1502,63,438,56,1495,13537,225,146,511
1261,52,820,55,1541,8225,266,246,-1
1473,66,462,56,1426,9996,259,217,-1
1875,66,703,-1,-1,11456,-1,256,418
1248,54,594,65,1543,19919,219,263,445
1493,54,786,-1,-1,6598,197,312,347
1524,70,613,60,1452,10873,-1,224,444
"<p style=""background-color:yellow;"">1167</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">8131</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">314</p>","<p style=""background-color:yellow;"">-1</p>"
1696,67,782,65,1793,11106,207,217,417
881,66,683,53,1382,11925,223,249,466
1481,44,961,62,1417,11964,251,338,560
"<p style=""background-color:yellow;"">1790</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">65</p>","<p style=""background-color:yellow;"">1842</p>","<p style=""background-color:yellow;"">7046</p>","<p style=""background-color:yellow;"">269</p>","<p style=""background-color:yellow;"">150</p>","<p style=""background-color:yellow;"">-1</p>"
1683,61,896,56,1388,13308,272,248,537
1645,-1,-1,55,1317,11132,294,199,466
1705,-1,-1,63,1370,9314,-1,202,512
1237,-1,-1,62,1601,13087,269,277,539
1632,-1,-1,58,1459,9305,-1,246,456
"<p style=""background-color:yellow;"">1598</p>","<p style=""background-color:yellow;"">72</p>","<p style=""background-color:yellow;"">626</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">5869</p>","<p style=""background-color:yellow;"">265</p>","<p style=""background-color:yellow;"">2118</p>","<p style=""background-color:yellow;"">413</p>"
1232,-1,-1,59,1463,11356,292,295,516
1119,56,905,56,1477,15576,207,297,-1
2032,-1,-1,56,1456,12797,240,212,-1
1357,-1,-1,59,1453,6701,-1,174,481
2025,70,929,57,1437,12486,251,298,474
1740,72,577,51,1656,12921,-1,190,509
1796,53,1026,56,1382,10246,-1,336,-1
1280,91,865,59,1700,11320,201,188,462
1597,-1,-1,66,1411,11478,-1,253,460
1288,56,1154,59,1233,12352,262,300,-1
1525,62,925,59,1743,6468,275,225,-1
1585,64,709,58,1348,11055,266,169,551
2022,48,715,-1,-1,13482,263,193,509
1463,72,879,64,1728,7194,251,232,527
1660,52,705,-1,-1,10281,244,223,-1
1812,58,815,54,1304,11084,-1,194,-1
1220,51,633,-1,-1,10256,-1,227,-1
1595,80,917,57,996,6182,-1,212,516
1543,-1,-1,55,1471,8651,2785,256,375
1516,53,671,60,1566,8187,262,270,-1
1478,65,610,47,1221,11896,254,270,493
1161,74,807,73,1277,10736,-1,253,469
1420,-1,-1,67,1401,16173,210,351,-1
1553,85,941,-1,-1,7910,228,245,-1
1442,70,802,55,1274,12872,267,334,-1
1417,50,671,55,1783,8461,-1,110,517
1842,71,1003,52,1812,10967,227,252,-1
1787,52,901,59,1732,9064,279,215,501
1254,94,589,-1,-1,10403,244,340,528
1559,59,744,56,1517,16729,224,270,445
1363,52,879,-1,-1,11305,272,290,419
1590,-1,-1,57,1521,7992,-1,281,482
1780,76,631,60,1213,8314,243,229,534
1302,47,631,63,1562,15274,-1,265,-1
1352,57,700,65,1607,9255,-1,364,371
"<p style=""background-color:yellow;"">2037</p>","<p style=""background-color:yellow;"">71</p>","<p style=""background-color:yellow;"">668</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7594</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">198</p>","<p style=""background-color:yellow;"">-1</p>"
1806,48,625,169,1326,11364,276,251,-1
1352,-1,-1,66,1279,13119,209,192,537
1270,31,742,63,1314,50213,-1,367,447
1660,56,811,60,1381,12189,247,227,-1
1259,53,552,61,1433,11577,222,154,512
1416,49,688,65,1248,11076,228,196,-1
1957,52,817,-1,-1,12216,290,903,491
1656,51,676,61,1722,12196,270,283,476
1565,-1,-1,52,1481,9667,237,304,516
1176,69,761,54,1589,9326,218,219,480
"<p style=""background-color:yellow;"">8413</p>","<p style=""background-color:yellow;"">74</p>","<p style=""background-color:yellow;"">996</p>","<p style=""background-color:yellow;"">54</p>","<p style=""background-color:yellow;"">1572</p>","<p style=""background-color:yellow;"">10071</p>","<p style=""background-color:yellow;"">188</p>","<p style=""background-color:yellow;"">260</p>","<p style=""background-color:yellow;"">-1</p>"
1384,43,1007,-1,-1,9477,267,254,-1
892,67,477,53,1228,11451,-1,210,-1
1108,49,736,61,1517,11582,262,214,-1
1750,63,570,54,1045,10196,-1,155,-1
2013,53,1047,-1,-1,8463,191,321,515
1424,63,509,57,1296,13416,252,332,476
1181,-1,-1,-1,-1,10884,259,278,-1
1110,58,860,56,1190,12322,196,171,-1
1435,-1,-1,-1,-1,10629,200,200,455
1602,-1,-1,58,991,12145,-1,231,-1
